"Status";"Gas Day Start";"Gas in storage (TWh)";"Full (%)";"Trend (%)";"Consumption (TWh)";"Stock/Cons (%)";"Injection (GWh/d)";"Withdrawal (GWh/d)";"Working gas volume (TWh)";"Injection capacity (GWh/d)";"Withdrawal capacity (GWh/d)"
"E";"2022-08-08";"177.7795";"73.19";"0.54";"905.3031";"19.64";"1439.75";"119.3";"242.9001";"4029.99";"6883.7"
"C";"2022-08-07";"176.4722";"72.65";"0.66";"905.3031";"19.49";"1640.04";"30.7";"242.8996";"4029.98";"6883.68"
"C";"2022-08-06";"174.8846";"72";"0.66";"905.3031";"19.32";"1635.34";"23.3";"242.8996";"4029.98";"6883.68"
"C";"2022-08-05";"173.2913";"71.34";"0.51";"905.3031";"19.14";"1420.68";"176.1";"242.8996";"4029.98";"6883.68"
"C";"2022-08-04";"172.0686";"70.84";"0.43";"905.3031";"19.01";"1133.2";"95.2";"242.8996";"4029.98";"6883.68"
"C";"2022-08-03";"171.0508";"70.39";"0.47";"905.3031";"18.89";"1204.67";"53.3";"242.9896";"4029.98";"6883.68"
"C";"2022-08-02";"169.9145";"69.93";"0.5";"905.3031";"18.77";"1246.77";"37.8";"242.9896";"4029.98";"6883.68"
"C";"2022-08-01";"168.708";"69.43";"0.4";"905.3031";"18.64";"1080.54";"103.3";"242.9906";"4029.98";"6883.68"
"C";"2022-07-31";"167.7628";"69.04";"0.51";"905.3031";"18.53";"1264.04";"16.8";"242.9972";"4029.85";"6883.42"
"C";"2022-07-30";"166.5655";"68.55";"0.43";"905.3031";"18.4";"1085.9";"46.2";"242.9972";"4029.85";"6883.42"
"C";"2022-07-29";"165.5253";"68.12";"0.33";"905.3031";"18.28";"905.7";"101.8";"242.9972";"4012.69";"6883.42"
"C";"2022-07-28";"164.7214";"67.79";"0.34";"905.3031";"18.2";"922.57";"97.8";"242.9972";"4012.69";"6883.42"
"C";"2022-07-27";"163.9009";"67.45";"0.3";"905.3031";"18.1";"951.04";"225.6";"242.9972";"4012.69";"6883.42"
"C";"2022-07-26";"163.1754";"67.15";"0.4";"905.3031";"18.02";"1029.58";"64";"242.9972";"4012.69";"6883.42"
"C";"2022-07-25";"162.2079";"66.75";"0.41";"905.3031";"17.92";"1032.47";"47.1";"242.9972";"4012.96";"6883.42"
"C";"2022-07-24";"161.2225";"66.35";"0.46";"905.3031";"17.81";"1147.88";"20.1";"242.9835";"4021.14";"6882.74"
"C";"2022-07-23";"160.0948";"65.89";"0.37";"905.3031";"17.68";"1000.38";"95.7";"242.9835";"4021.14";"6882.74"
"C";"2022-07-22";"159.1901";"65.51";"0.21";"905.3031";"17.58";"837.85";"335.2";"242.9835";"4021.14";"6882.74"
"C";"2022-07-21";"158.6875";"65.31";"0.09";"905.3031";"17.53";"762";"553.7";"242.9835";"4038.3";"6882.74"
"C";"2022-07-20";"158.4814";"65.22";"0.12";"905.3031";"17.51";"914.12";"616";"242.9835";"4038.3";"6882.74"
"C";"2022-07-19";"158.1919";"65.1";"0.06";"905.3031";"17.47";"795.62";"659";"242.9835";"4038.3";"6882.74"
"C";"2022-07-18";"158.065";"65.05";"-0.01";"905.3031";"17.46";"684.42";"700.7";"242.9835";"4038.3";"6882.74"
"C";"2022-07-17";"158.0828";"65.06";"0.25";"905.3031";"17.46";"971.54";"358.2";"242.9786";"4038.18";"6882.5"
"C";"2022-07-16";"157.4804";"64.81";"0.19";"905.3031";"17.4";"943.79";"470";"242.9786";"4038.18";"6882.5"
"C";"2022-07-15";"157.0133";"64.62";"0.05";"905.3031";"17.34";"774.46";"653.7";"242.9786";"4038.18";"6882.5"
"C";"2022-07-14";"156.9108";"64.58";"0.08";"905.3031";"17.33";"769.29";"583.2";"242.9786";"4038.18";"6882.5"
"C";"2022-07-13";"156.7342";"64.53";"0.01";"905.3031";"17.31";"676.69";"640.7";"242.8686";"4038.18";"6882.5"
"C";"2022-07-12";"156.7203";"64.53";"-0.06";"905.3031";"17.31";"750.23";"884.3";"242.8686";"4038.18";"6882.5"
"C";"2022-07-11";"156.8705";"64.59";"0.09";"905.3031";"17.33";"515.93";"293";"242.8686";"4038.18";"6882.5"
"C";"2022-07-10";"156.6693";"64.51";"0.46";"905.3031";"17.31";"1162.67";"48.7";"242.8584";"4037.93";"6882"
"C";"2022-07-09";"155.5804";"64.06";"0.43";"905.3031";"17.19";"1089.4";"53.7";"242.8584";"4037.93";"6882"
"C";"2022-07-08";"154.573";"63.65";"0.26";"905.3031";"17.07";"786.89";"145.7";"242.8584";"4037.93";"6882"
"C";"2022-07-07";"153.9531";"63.39";"0.26";"905.3031";"17.01";"892.09";"252.5";"242.8584";"4037.93";"6882"
"C";"2022-07-06";"153.3392";"63.14";"0.27";"905.3031";"16.94";"864.43";"201";"242.8584";"4037.93";"6882"
"C";"2022-07-05";"152.701";"62.88";"0.31";"905.3031";"16.87";"818.18";"63.8";"242.8584";"4037.93";"6882"
"C";"2022-07-04";"151.972";"62.58";"0.32";"905.3031";"16.79";"874.79";"85.5";"242.8584";"4037.93";"6882"
"C";"2022-07-03";"151.204";"62.27";"0.42";"905.3031";"16.7";"1111.58";"93";"242.835";"4037.35";"6880.85"
"C";"2022-07-02";"150.2005";"61.85";"0.39";"905.3031";"16.59";"1072.27";"132.8";"242.835";"4037.35";"6880.85"
"C";"2022-07-01";"149.2823";"61.47";"0.29";"905.3031";"16.49";"821.42";"119.7";"242.835";"4037.35";"6880.85"
"E";"2022-06-30";"148.5372";"61.22";"0.22";"905.3031";"16.41";"655.21";"129.1";"242.6456";"4037.35";"6880.85"
"E";"2022-06-29";"148.0918";"61.03";"0.15";"905.3031";"16.36";"654.6";"296.4";"242.6456";"4027.89";"6880.85"
"C";"2022-06-28";"147.7637";"60.9";"0.18";"905.3031";"16.32";"726.33";"300.3";"242.6456";"4027.89";"6880.85"
"C";"2022-06-27";"147.3634";"60.73";"0.21";"905.3031";"16.28";"739.72";"240.7";"242.6456";"4027.89";"6880.85"
"C";"2022-06-26";"146.8824";"60.53";"0.34";"905.3031";"16.22";"851.33";"29.2";"242.664";"4028.8";"6883.17"
"C";"2022-06-25";"146.0748";"60.2";"0.39";"905.3031";"16.14";"997.15";"46.1";"242.664";"4028.8";"6883.17"
"C";"2022-06-24";"145.1538";"59.82";"0.3";"905.3031";"16.03";"831.04";"92.1";"242.664";"4028.8";"6883.17"
"C";"2022-06-23";"144.515";"59.55";"0.32";"905.3031";"15.96";"854.07";"72.4";"242.664";"4028.8";"6883.17"
"C";"2022-06-22";"143.7633";"59.24";"0.27";"905.3031";"15.88";"787.02";"127.6";"242.664";"4028.8";"6883.17"
"E";"2022-06-21";"143.1243";"58.95";"0.32";"905.3031";"15.81";"914.55";"148.8";"242.774";"4028.8";"6883.17"
"E";"2022-06-20";"140.3866";"58.38";"0.33";"905.3031";"15.51";"844.64";"55.8";"240.474";"3993.91";"6832.56"
"E";"2022-06-19";"139.6157";"58.05";"0.53";"905.3031";"15.42";"1283.87";"16.7";"240.5023";"3994.6";"6833.95"
"E";"2022-06-18";"138.3627";"57.53";"0.55";"905.3031";"15.28";"1343.03";"10.6";"240.5023";"3994.6";"6833.95"
"E";"2022-06-17";"137.0732";"56.99";"0.43";"905.3031";"15.14";"1080.49";"52.8";"240.5023";"3977.44";"6833.95"
"E";"2022-06-16";"136.0771";"56.66";"0.41";"905.3031";"15.03";"1037.07";"61.9";"240.161";"3977.44";"6833.95"
"E";"2022-06-15";"135.1121";"56.26";"0.35";"905.3031";"14.92";"962.17";"133.1";"240.161";"3977.44";"6833.95"
"E";"2022-06-14";"134.2831";"55.91";"0.29";"905.3031";"14.83";"885.91";"180.6";"240.161";"3977.44";"6833.95"
"E";"2022-06-13";"133.3561";"55.53";"0.37";"905.3031";"14.73";"913";"30.2";"240.161";"3977.44";"6833.95"
"E";"2022-06-12";"132.5556";"55.2";"0.69";"905.3031";"14.64";"1662.45";"8.4";"240.1556";"3977.31";"6833.68"
"E";"2022-06-11";"130.9016";"54.51";"0.66";"905.3031";"14.46";"1600.62";"8.4";"240.1556";"3977.31";"6833.68"
"E";"2022-06-10";"129.3093";"53.84";"0.38";"905.3031";"14.28";"1070.16";"151.9";"240.1556";"3977.31";"6833.68"
"E";"2022-06-09";"128.3912";"53.46";"0.24";"905.3031";"14.18";"926.67";"360";"240.1556";"3977.31";"6833.68"
"E";"2022-06-08";"127.8267";"53.23";"0.26";"905.3031";"14.12";"939.03";"323.9";"240.1556";"3977.31";"6833.68"
"E";"2022-06-07";"127.2115";"52.97";"0.44";"905.3031";"14.05";"1114.18";"62.7";"240.1556";"3983.65";"6833.68"
"E";"2022-06-06";"126.16";"52.53";"0.67";"905.3031";"13.94";"1633.07";"15.2";"240.1556";"3983.65";"6833.68"
"E";"2022-06-05";"124.5337";"51.86";"0.68";"905.3031";"13.76";"1652.5";"11.7";"240.138";"3983.22";"6832.82"
"E";"2022-06-04";"122.8929";"51.18";"0.7";"905.3031";"13.57";"1679.66";"9.4";"240.138";"3983.22";"6832.82"
"E";"2022-06-03";"121.2227";"50.48";"0.52";"905.3031";"13.39";"1261.37";"16.7";"240.138";"4014.95";"6832.82"
"E";"2022-06-02";"119.9493";"49.95";"0.44";"905.3031";"13.25";"1080.6";"22.5";"240.138";"4014.95";"6832.82"
"E";"2022-06-01";"118.9174";"49.52";"0.35";"905.3031";"13.14";"929.13";"81.8";"240.138";"4014.95";"6832.82"
"E";"2022-05-31";"118.0698";"49.17";"0.21";"905.3031";"13.04";"711.06";"211.7";"240.138";"4014.95";"6832.82"
"E";"2022-05-30";"117.668";"49";"0.2";"905.3031";"13";"778.84";"293.9";"240.138";"4014.87";"6832.82"
"E";"2022-05-29";"117.175";"48.8";"0.46";"905.3031";"12.94";"1158.92";"46.1";"240.1205";"4014.51";"6831.96"
"E";"2022-05-28";"116.0533";"48.33";"0.49";"905.3031";"12.82";"1209.25";"35.2";"240.1205";"4014.51";"6831.96"
"E";"2022-05-27";"114.8893";"47.85";"0.56";"905.3031";"12.69";"1358.83";"22.4";"240.1205";"4014.51";"6831.96"
"E";"2022-05-26";"113.5599";"47.29";"0.49";"905.3031";"12.54";"1240.35";"72.6";"240.1205";"4014.51";"6831.96"
"E";"2022-05-25";"112.3811";"46.8";"0.42";"905.3031";"12.41";"1135.74";"130.7";"240.1205";"4014.51";"6831.96"
"E";"2022-05-24";"111.2745";"46.34";"0.41";"905.3031";"12.29";"1069.58";"96.8";"240.1205";"4014.51";"6831.96"
"E";"2022-05-23";"110.3362";"45.95";"0.56";"905.3031";"12.19";"1372.18";"19.9";"240.1205";"4014.51";"6831.96"
"E";"2022-05-22";"108.9921";"45.39";"0.68";"905.3031";"12.04";"1648.93";"24.3";"240.1044";"4014.12";"6831.16"
"E";"2022-05-21";"107.3674";"44.72";"0.75";"905.3031";"11.86";"1831.77";"24.3";"240.1044";"4014.12";"6831.16"
"E";"2022-05-20";"105.5739";"43.97";"0.44";"905.3031";"11.66";"1118.81";"71";"240.1044";"4014.12";"6831.16"
"E";"2022-05-19";"104.564";"43.55";"0.4";"905.3031";"11.55";"998.57";"47.1";"240.1044";"4014.12";"6831.16"
"E";"2022-05-18";"103.5591";"43.13";"0.48";"905.3031";"11.44";"1248.76";"91.6";"240.1044";"4014.12";"6831.16"
"E";"2022-05-17";"102.4468";"42.66";"0.42";"905.3031";"11.32";"1108.45";"96.4";"240.1254";"4014.12";"6831.16"
"E";"2022-05-16";"101.4146";"42.23";"0.44";"905.3031";"11.2";"1201.56";"141.7";"240.1254";"4014.12";"6831.16"
"E";"2022-05-15";"100.3402";"41.79";"0.66";"905.3031";"11.08";"1605.01";"18.6";"240.1053";"4013.63";"6830.18"
"E";"2022-05-14";"98.7536";"41.13";"0.61";"905.3031";"10.91";"1469.78";"15.9";"240.1053";"4013.63";"6830.18"
"E";"2022-05-13";"97.2823";"40.52";"0.48";"905.3031";"10.75";"1174.51";"28.4";"240.1053";"4011.51";"6830.18"
"E";"2022-05-12";"96.1369";"39.86";"0.21";"905.3031";"10.62";"959.4";"445.6";"241.2135";"4011.51";"6830.18"
"E";"2022-05-11";"95.6197";"39.64";"0.35";"905.3031";"10.56";"1185.61";"348.2";"241.2135";"4011.51";"6830.18"
"E";"2022-05-10";"94.7784";"39.29";"0.24";"905.3031";"10.47";"1146.62";"560.4";"241.2135";"4010.54";"6823.69"
"E";"2022-05-09";"94.1921";"39.05";"0.35";"905.3031";"10.4";"1161.59";"325.2";"241.2135";"4010.54";"6823.69"
"E";"2022-05-08";"93.3556";"38.7";"0.49";"905.3031";"10.31";"1341.42";"164.1";"241.2126";"4010.51";"6823.64"
"E";"2022-05-07";"92.1782";"38.21";"0.5";"905.3031";"10.18";"1346.63";"146.4";"241.2126";"4010.51";"6823.64"
"E";"2022-05-06";"90.9365";"37.7";"0.31";"905.3031";"10.04";"1281.89";"526.8";"241.2126";"4010.51";"6823.64"
"E";"2022-05-05";"90.1814";"37.39";"0.44";"905.3031";"9.96";"1115.76";"52.8";"241.2126";"4010.51";"6823.64"
"E";"2022-05-04";"89.1116";"36.94";"0.46";"905.3031";"9.84";"1208.12";"98.9";"241.2126";"4010.51";"6823.64"
"E";"2022-05-03";"88.0339";"36.5";"0.38";"905.3031";"9.72";"982.21";"67.1";"241.2126";"4010.51";"6823.64"
"E";"2022-05-02";"87.1191";"36.12";"0.37";"905.3031";"9.62";"956.05";"57";"241.2126";"4010.51";"6823.64"
"E";"2022-05-01";"86.1916";"35.74";"0.53";"905.3031";"9.52";"1282.99";"5.1";"241.1921";"4010.01";"6822.63"
"E";"2022-04-30";"84.7128";"35.12";"0.44";"905.3031";"9.36";"1106.15";"47.5";"241.2231";"4010.01";"6822.63"
"E";"2022-04-29";"83.9572";"34.6";"0.27";"905.3031";"9.27";"782.66";"127.5";"242.6585";"4010.01";"6822.63"
"E";"2022-04-28";"83.3006";"34.33";"0.31";"905.3031";"9.2";"876.64";"121.9";"242.6585";"4010.01";"6822.63"
"E";"2022-04-27";"82.5599";"34.02";"0.1";"905.3031";"9.12";"519.38";"288.8";"242.6585";"4010.01";"6822.63"
"E";"2022-04-26";"82.3229";"33.93";"0.12";"905.3031";"9.09";"642.3";"360.7";"242.6585";"4010.01";"6822.63"
"E";"2022-04-25";"82.043";"33.81";"0.14";"905.3031";"9.06";"696.71";"347.6";"242.6585";"4010.01";"6822.63"
"E";"2022-04-24";"81.6684";"33.66";"0.47";"905.3031";"9.02";"1225.79";"90.2";"242.6478";"4009.74";"6822.1"
"E";"2022-04-23";"80.5186";"33.18";"0.48";"905.3031";"8.89";"1210.99";"45.6";"242.6478";"4009.74";"6822.1"
"E";"2022-04-22";"79.3898";"32.72";"0.34";"905.3031";"8.77";"959.61";"138.7";"242.6478";"4009.74";"6822.1"
"E";"2022-04-21";"78.5762";"32.38";"0.27";"905.3031";"8.68";"815.17";"156.6";"242.6478";"4009.74";"6822.1"
"E";"2022-04-20";"77.9137";"32.11";"0.22";"905.3031";"8.61";"786.83";"246.1";"242.6478";"4009.74";"6822.1"
"E";"2022-04-19";"77.3803";"31.89";"0.31";"905.3031";"8.55";"936.43";"187.1";"242.6478";"4009.74";"6822.1"
"E";"2022-04-18";"76.4317";"31.5";"0.5";"905.3031";"8.44";"1257.94";"53.5";"242.6478";"4009.74";"6822.1"
"E";"2022-04-17";"75.3869";"31.07";"0.5";"905.3031";"8.33";"1267.38";"52.1";"242.6483";"4009.76";"6822.13"
"E";"2022-04-16";"74.1863";"30.57";"0.48";"905.3031";"8.19";"1199.46";"40.8";"242.6483";"4009.76";"6822.13"
"E";"2022-04-15";"73.0313";"30.1";"0.4";"905.3031";"8.07";"1043.04";"82.7";"242.6483";"4009.76";"6822.13"
"E";"2022-04-14";"72.0917";"29.71";"0.43";"905.3031";"7.96";"1090.83";"59.3";"242.6483";"4009.76";"6822.13"
"E";"2022-04-13";"71.0694";"29.29";"0.36";"905.3031";"7.85";"1005.05";"122.1";"242.6483";"4009.76";"6822.13"
"E";"2022-04-12";"70.1756";"28.92";"0.31";"905.3031";"7.75";"868.13";"120";"242.6483";"4009.76";"6822.13"
"E";"2022-04-11";"69.4275";"28.61";"0.18";"905.3031";"7.67";"600.05";"151.9";"242.6483";"4009.76";"6822.13"
"E";"2022-04-10";"68.9791";"28.43";"0.32";"905.3031";"7.62";"858.57";"93.5";"242.6492";"4009.78";"6822.17"
"E";"2022-04-09";"68.1911";"28.1";"0.32";"905.3031";"7.53";"860.1";"92.4";"242.6492";"4009.78";"6822.17"
"E";"2022-04-08";"67.4668";"27.8";"0.27";"905.3031";"7.45";"808.94";"155.6";"242.6492";"4009.78";"6822.17"
"E";"2022-04-07";"66.8163";"27.42";"0.31";"905.3031";"7.38";"832.83";"71";"243.6885";"4009.78";"6822.17"
"E";"2022-04-06";"66.0544";"27.11";"0.3";"905.3031";"7.3";"904.36";"165.6";"243.6885";"4009.78";"6822.17"
"E";"2022-04-05";"65.3157";"26.8";"0.03";"905.3031";"7.21";"481.58";"400.3";"243.6885";"4009.78";"6822.17"
"E";"2022-04-04";"65.6239";"26.93";"-0.06";"905.3031";"7.25";"425.36";"572.6";"243.6885";"4009.78";"6822.17"
"E";"2022-04-03";"65.7712";"26.99";"-0.01";"905.3031";"7.27";"433.37";"468.7";"243.6885";"4009.78";"6822.17"
"E";"2022-04-02";"65.8065";"27";"0";"905.3031";"7.27";"390.62";"394.4";"243.6885";"4009.78";"6822.17"
"E";"2022-04-01";"65.8103";"26.97";"-0.07";"905.3031";"7.27";"372.97";"550.9";"244.0485";"4009.3";"6810.41"
"E";"2022-03-31";"65.5";"26.59";"-0.01";"905.3031";"7.24";"565.24";"591.6";"246.3061";"4019.99";"6814.04"
"E";"2022-03-30";"66.0852";"26.83";"0.11";"905.3031";"7.3";"771";"495.4";"246.3061";"4019.99";"6814.04"
"E";"2022-03-29";"65.8063";"26.72";"0.21";"905.3031";"7.27";"869.92";"344.2";"246.3061";"4019.99";"6814.04"
"E";"2022-03-28";"65.2838";"26.51";"0.21";"905.3031";"7.21";"942.34";"424.7";"246.3061";"4019.99";"6814.04"
"E";"2022-03-27";"64.7662";"26.3";"0.36";"905.3031";"7.15";"1160.7";"279.6";"246.2969";"4019.76";"6813.59"
"E";"2022-03-26";"63.8851";"25.94";"0.42";"905.3031";"7.06";"1228.55";"195.9";"246.2969";"3888.45";"6597.23"
"E";"2022-03-25";"62.8524";"25.52";"0.31";"905.3031";"6.94";"1141.19";"365.4";"246.2969";"4019.76";"6813.59"
"E";"2022-03-24";"62.4662";"25.36";"0.21";"905.3031";"6.9";"951.46";"430.9";"246.2969";"4019.76";"6813.59"
"E";"2022-03-23";"61.5206";"24.98";"0.12";"905.3031";"6.8";"741.45";"441.1";"246.2969";"4019.76";"6813.59"
"E";"2022-03-22";"61.2202";"24.86";"0.07";"905.3031";"6.76";"707.1";"522.4";"246.2969";"4019.76";"6813.59"
"E";"2022-03-21";"61.0661";"24.79";"-0.06";"905.3031";"6.75";"727.78";"871.6";"246.2969";"4019.76";"6813.59"
"E";"2022-03-20";"61.2066";"24.85";"0.17";"905.3031";"6.76";"980.43";"566.5";"246.2988";"4019.81";"6813.68"
"E";"2022-03-19";"60.7927";"24.68";"0.22";"905.3031";"6.72";"1061.14";"515.2";"246.2988";"4019.81";"6813.68"
"E";"2022-03-18";"60.2467";"24.46";"-0.1";"905.3031";"6.65";"839.69";"1081.4";"246.2988";"4019.81";"6813.68"
"E";"2022-03-17";"60.4883";"24.56";"-0.11";"905.3031";"6.68";"710.53";"969.8";"246.2988";"4019.81";"6813.68"
"E";"2022-03-16";"60.7476";"24.66";"-0.07";"905.3031";"6.71";"618.5";"781.3";"246.2988";"4019.81";"6813.68"
"E";"2022-03-15";"60.9077";"24.73";"-0.14";"905.3031";"6.73";"286.41";"626.2";"246.2988";"4019.81";"6813.68"
"E";"2022-03-14";"61.2612";"24.87";"-0.1";"905.3031";"6.77";"299.46";"553.1";"246.2988";"4019.81";"6813.68"
"E";"2022-03-13";"61.4856";"24.96";"0.17";"905.3031";"6.79";"744.49";"316.9";"246.2998";"4019.83";"6813.73"
"E";"2022-03-12";"61.0748";"24.8";"0.12";"905.3031";"6.75";"632.6";"332";"246.2998";"4019.83";"6813.73"
"E";"2022-03-11";"60.822";"24.69";"-0.03";"905.3031";"6.72";"491.99";"568.6";"246.2998";"4019.83";"6813.73"
"E";"2022-03-10";"60.8986";"24.73";"0.11";"905.3031";"6.73";"1108.59";"837.3";"246.2998";"4019.83";"6813.73"
"E";"2022-03-09";"60.6319";"24.62";"-0.33";"905.3031";"6.7";"318.02";"1120.1";"246.2998";"4019.83";"6813.73"
"E";"2022-03-08";"61.4344";"24.94";"-0.49";"905.3031";"6.79";"160.36";"1362.7";"246.2998";"4019.83";"6813.73"
"E";"2022-03-07";"62.6379";"25.43";"-0.59";"905.3031";"6.92";"193.17";"1639.7";"246.2998";"4019.83";"6813.73"
"E";"2022-03-06";"64.0878";"26.02";"-0.28";"905.3031";"7.08";"308.28";"996";"246.2998";"4019.83";"6813.73"
"E";"2022-03-05";"64.7681";"26.3";"-0.27";"905.3031";"7.15";"308.7";"975";"246.2998";"4019.83";"6813.73"
"E";"2022-03-04";"65.432";"26.57";"-0.43";"905.3031";"7.23";"166.26";"1237.5";"246.2998";"4019.83";"6813.73"
"E";"2022-03-03";"66.4985";"27";"-0.44";"905.3031";"7.35";"156.46";"1237.4";"246.2998";"3988.11";"6813.73"
"E";"2022-03-02";"67.6068";"27.45";"-0.53";"905.3031";"7.47";"163.6";"1467.2";"246.2998";"3988.11";"6813.73"
"E";"2022-03-01";"68.9035";"27.98";"-0.61";"905.3031";"7.61";"133.55";"1642.7";"246.2998";"3988.11";"6813.73"
"E";"2022-02-28";"70.4562";"28.61";"-0.45";"905.3031";"7.78";"171.81";"1289.4";"246.2998";"3981.77";"6813.73"
"E";"2022-02-27";"71.5737";"29.06";"-0.2";"905.3031";"7.91";"221.26";"705.5";"246.3013";"4013.53";"6813.8"
"E";"2022-02-26";"72.058";"29.26";"-0.26";"905.3031";"7.96";"122.24";"764.3";"246.3013";"4013.53";"6813.8"
"E";"2022-02-25";"72.6851";"29.51";"-0.35";"905.3031";"8.03";"40.78";"895.3";"246.3013";"4013.53";"6813.8"
"E";"2022-02-24";"73.5396";"29.86";"-0.15";"905.3031";"8.12";"158.38";"527.2";"246.3013";"3981.8";"6813.8"
"E";"2022-02-23";"73.9085";"30.01";"-0.29";"905.3031";"8.16";"76.09";"780";"246.3013";"3981.8";"6813.8"
"E";"2022-02-22";"74.6033";"30.29";"-0.39";"905.3031";"8.24";"58.17";"1016.7";"246.3013";"3981.8";"6813.8"
"E";"2022-02-21";"75.5622";"30.68";"-0.35";"905.3031";"8.35";"46.66";"906.6";"246.3013";"3981.8";"6813.8"
"E";"2022-02-20";"76.4036";"31.02";"-0.15";"905.3031";"8.44";"208.15";"589.9";"246.3013";"3981.8";"6813.8"
"E";"2022-02-19";"76.7853";"31.18";"-0.26";"905.3031";"8.48";"153.28";"792.4";"246.3013";"3981.8";"6813.8"
"E";"2022-02-18";"77.4172";"31.43";"-0.23";"905.3031";"8.55";"76.62";"642.7";"246.3013";"3981.8";"6813.8"
"E";"2022-02-17";"77.9832";"31.66";"-0.2";"905.3031";"8.61";"130.77";"631.8";"246.3013";"3981.8";"6813.8"
"E";"2022-02-16";"78.4915";"31.87";"-0.27";"905.3031";"8.67";"136.59";"803.1";"246.3013";"3981.8";"6813.8"
"E";"2022-02-15";"79.151";"32.14";"-0.26";"905.3031";"8.74";"124.05";"774.1";"246.3013";"3981.8";"6813.8"
"E";"2022-02-14";"79.8236";"32.41";"-0.24";"905.3031";"8.82";"308.8";"893.1";"246.3013";"3981.8";"6813.8"
"E";"2022-02-13";"80.382";"32.64";"-0.17";"905.3031";"8.88";"359.38";"775.7";"246.3037";"3981.86";"6813.92"
"E";"2022-02-12";"80.7944";"32.8";"-0.3";"905.3031";"8.92";"198.22";"942.4";"246.3037";"3981.86";"6813.92"
"E";"2022-02-11";"81.5693";"33.12";"-0.46";"905.3031";"9.01";"179.48";"1304.6";"246.3037";"3981.86";"6813.92"
"E";"2022-02-10";"82.6589";"33.56";"-0.46";"905.3031";"9.13";"176.87";"1319.4";"246.3037";"3981.86";"6813.92"
"E";"2022-02-09";"83.7995";"34.02";"-0.28";"905.3031";"9.26";"188.31";"866.9";"246.3037";"3981.86";"6813.92"
"E";"2022-02-08";"84.3749";"34.26";"-0.27";"905.3031";"9.32";"55.62";"712.5";"246.3037";"3981.86";"6813.92"
"E";"2022-02-07";"85.0342";"34.52";"-0.38";"905.3031";"9.39";"27.85";"956";"246.3037";"3981.86";"6813.92"
"E";"2022-02-06";"85.9724";"34.91";"-0.11";"905.3031";"9.5";"117.46";"384.1";"246.3027";"3981.84";"6813.88"
"E";"2022-02-05";"86.2308";"35.01";"-0.11";"905.3031";"9.53";"105.98";"375.8";"246.3027";"3981.84";"6813.88"
"E";"2022-02-04";"86.4945";"35.12";"-0.21";"905.3031";"9.55";"145.99";"669.7";"246.3027";"3981.84";"6813.88"
"E";"2022-02-03";"87.0346";"35.34";"-0.31";"905.3031";"9.61";"136.17";"894";"246.3027";"3981.84";"6813.88"
"E";"2022-02-02";"87.782";"35.64";"-0.42";"905.3031";"9.7";"83.82";"1113.2";"246.3027";"3981.84";"6813.88"
"E";"2022-02-01";"88.8034";"36.05";"-0.41";"905.3031";"9.81";"80.1";"1097.7";"246.3027";"3981.84";"6813.88"
"E";"2022-01-31";"89.7695";"36.45";"-0.59";"905.3031";"9.92";"78.32";"1533.1";"246.3027";"3981.84";"6813.88"
"E";"2022-01-30";"91.2122";"37.03";"-0.26";"905.3031";"10.08";"163.15";"804.9";"246.3149";"3982.14";"6814.48"
"E";"2022-01-29";"91.8447";"37.29";"-0.25";"905.3031";"10.15";"177.32";"782.5";"246.3149";"3982.14";"6814.48"
"E";"2022-01-28";"92.4486";"37.53";"-0.68";"905.3031";"10.21";"51.06";"1735";"246.3149";"3982.14";"6814.48"
"E";"2022-01-27";"94.124";"38.21";"-0.59";"905.3031";"10.4";"105.28";"1569.7";"246.3149";"3982.14";"6814.48"
"E";"2022-01-26";"95.6072";"38.82";"-0.86";"905.3031";"10.56";"55.85";"2168.2";"246.3149";"3982.14";"6814.48"
"E";"2022-01-25";"97.6671";"39.65";"-0.96";"905.3031";"10.79";"37.5";"2410.6";"246.3149";"3982.14";"6814.48"
"E";"2022-01-24";"100.0398";"40.61";"-0.93";"905.3031";"11.05";"56.91";"2337.2";"246.3149";"3982.14";"6814.48"
"E";"2022-01-23";"102.3135";"41.53";"-0.56";"905.3031";"11.3";"141.43";"1518.1";"246.3369";"3982.68";"6815.56"
"E";"2022-01-22";"103.6836";"42.09";"-0.61";"905.3031";"11.45";"120.53";"1628";"246.3369";"3982.68";"6815.56"
"E";"2022-01-21";"105.1914";"42.7";"-0.91";"905.3031";"11.62";"35.63";"2266.5";"246.3369";"3982.68";"6815.56"
"E";"2022-01-20";"107.4262";"43.61";"-0.8";"905.3031";"11.87";"31.84";"1997.4";"246.3369";"3982.68";"6815.56"
"E";"2022-01-19";"109.3698";"44.4";"-0.77";"905.3031";"12.08";"38.62";"1933.2";"246.3369";"3982.68";"6815.56"
"E";"2022-01-18";"111.0591";"45.08";"-0.84";"905.3031";"12.27";"50.69";"2117.5";"246.3369";"3982.68";"6815.56"
"E";"2022-01-17";"113.1166";"45.92";"-0.67";"905.3031";"12.49";"103.23";"1745.6";"246.3369";"3982.68";"6815.56"
"E";"2022-01-16";"114.7348";"46.56";"-0.4";"905.3031";"12.67";"197.51";"1181.2";"246.4369";"3985.14";"6820.48"
"E";"2022-01-15";"115.7353";"46.96";"-0.56";"905.3031";"12.78";"120.65";"1498.8";"246.4369";"3985.14";"6820.48"
